100	 1	 1	 27.0747 
100	 1	 2	 31.3554 
100	 1	 3	 33.4965 
100	 1	 4	 34.7269 
100	 1	 5	 35.5094 
100	 1	 6	 36.0437 
100	 1	 7	 36.427 
100	 1	 8	 36.7117 
100	 1	 9	 36.9286 
100	 1	 10	 37.097 
100	 1	 11	 37.2294 
100	 1	 12	 37.3345 
100	 1	 13	 37.4184 
100	 1	 14	 37.4855 
100	 1	 15	 37.5392 
100	 1	 16	 37.5819 
100	 1	 17	 37.6154 
100	 1	 18	 37.6411 
100	 1	 19	 37.6601 
100	 1	 20	 37.6731 
100	 1	 21	 37.6806 
100	 1	 22	 37.6829 
100	 1	 23	 37.6801 
100	 1	 24	 37.672 
100	 1	 25	 37.6584 
100	 1	 26	 37.6385 
100	 1	 27	 37.6116 
100	 1	 28	 37.5763 
100	 1	 29	 37.531 
100	 1	 30	 37.4732 
100	 1	 31	 37.3996 
100	 1	 32	 37.3053 
100	 1	 33	 37.1832 
100	 1	 34	 37.0222 
100	 1	 35	 36.8043 
100	 1	 36	 36.4973 
100	 1	 37	 36.0383 
100	 1	 38	 35.2884 
100	 1	 39	 33.8932 

100	 2	 1	 20.0238 
100	 2	 2	 24.853 
100	 2	 3	 27.9071 
100	 2	 4	 29.9057 
100	 2	 5	 31.2719 
100	 2	 6	 32.2438 
100	 2	 7	 32.9585 
100	 2	 8	 33.4978 
100	 2	 9	 33.913 
100	 2	 10	 34.2376 
100	 2	 11	 34.4942 
100	 2	 12	 34.6988 
100	 2	 13	 34.8626 
100	 2	 14	 34.994 
100	 2	 15	 35.0993 
100	 2	 16	 35.183 
100	 2	 17	 35.2489 
100	 2	 18	 35.2995 
100	 2	 19	 35.3369 
100	 2	 20	 35.3626 
100	 2	 21	 35.3774 
100	 2	 22	 35.382 
100	 2	 23	 35.3765 
100	 2	 24	 35.3606 
100	 2	 25	 35.3338 
100	 2	 26	 35.2948 
100	 2	 27	 35.242 
100	 2	 28	 35.173 
100	 2	 29	 35.0846 
100	 2	 30	 34.9722 
100	 2	 31	 34.8295 
100	 2	 32	 34.6477 
100	 2	 33	 34.4142 
100	 2	 34	 34.11 
100	 2	 35	 33.7058 
100	 2	 36	 33.1541 
100	 2	 37	 32.3749 
100	 2	 38	 31.2287 
100	 2	 39	 29.4785 

100	 3	 1	 15.6564 
100	 3	 2	 20.1309 
100	 3	 3	 23.38 
100	 3	 4	 25.7251 
100	 3	 5	 27.438 
100	 3	 6	 28.712 
100	 3	 7	 29.6774 
100	 3	 8	 30.4211 
100	 3	 9	 31.0022 
100	 3	 10	 31.4615 
100	 3	 11	 31.8275 
100	 3	 12	 32.121 
100	 3	 13	 32.3571 
100	 3	 14	 32.5474 
100	 3	 15	 32.7002 
100	 3	 16	 32.8221 
100	 3	 17	 32.9181 
100	 3	 18	 32.992 
100	 3	 19	 33.0467 
100	 3	 20	 33.0843 
100	 3	 21	 33.1061 
100	 3	 22	 33.1128 
100	 3	 23	 33.1049 
100	 3	 24	 33.0819 
100	 3	 25	 33.0429 
100	 3	 26	 32.9863 
100	 3	 27	 32.9097 
100	 3	 28	 32.81 
100	 3	 29	 32.6825 
100	 3	 30	 32.5211 
100	 3	 31	 32.3175 
100	 3	 32	 32.0604 
100	 3	 33	 31.7336 
100	 3	 34	 31.3147 
100	 3	 35	 30.7708 
100	 3	 36	 30.0538 
100	 3	 37	 29.0926 
100	 3	 38	 27.7862 
100	 3	 39	 26.0058 

100	 4	 1	 12.6916 
100	 4	 2	 16.6422 
100	 4	 3	 19.7671 
100	 4	 4	 22.1886 
100	 4	 5	 24.057 
100	 4	 6	 25.5049 
100	 4	 7	 26.6356 
100	 4	 8	 27.5266 
100	 4	 9	 28.2346 
100	 4	 10	 28.8013 
100	 4	 11	 29.2574 
100	 4	 12	 29.626 
100	 4	 13	 29.9245 
100	 4	 14	 30.166 
100	 4	 15	 30.3608 
100	 4	 16	 30.5167 
100	 4	 17	 30.6399 
100	 4	 18	 30.7349 
100	 4	 19	 30.8053 
100	 4	 20	 30.8538 
100	 4	 21	 30.8819 
100	 4	 22	 30.8908 
100	 4	 23	 30.8808 
100	 4	 24	 30.8514 
100	 4	 25	 30.8016 
100	 4	 26	 30.7294 
100	 4	 27	 30.632 
100	 4	 28	 30.5054 
100	 4	 29	 30.3443 
100	 4	 30	 30.1415 
100	 4	 31	 29.8877 
100	 4	 32	 29.57 
100	 4	 33	 29.1717 
100	 4	 34	 28.6697 
100	 4	 35	 28.0331 
100	 4	 36	 27.2202 
100	 4	 37	 26.1768 
100	 4	 38	 24.8373 
100	 4	 39	 23.1349 

100	 5	 1	 10.5431 
100	 5	 2	 13.9896 
100	 5	 3	 16.8708 
100	 5	 4	 19.2211 
100	 5	 5	 21.1153 
100	 5	 6	 22.6358 
100	 5	 7	 23.8572 
100	 5	 8	 24.8409 
100	 5	 9	 25.6363 
100	 5	 10	 26.2817 
100	 5	 11	 26.8068 
100	 5	 12	 27.2349 
100	 5	 13	 27.584 
100	 5	 14	 27.8681 
100	 5	 15	 28.0983 
100	 5	 16	 28.2833 
100	 5	 17	 28.4299 
100	 5	 18	 28.5433 
100	 5	 19	 28.6276 
100	 5	 20	 28.6856 
100	 5	 21	 28.7195 
100	 5	 22	 28.7304 
100	 5	 23	 28.7187 
100	 5	 24	 28.684 
100	 5	 25	 28.625 
100	 5	 26	 28.5396 
100	 5	 27	 28.4247 
100	 5	 28	 28.2758 
100	 5	 29	 28.0874 
100	 5	 30	 27.8517 
100	 5	 31	 27.5591 
100	 5	 32	 27.1967 
100	 5	 33	 26.7482 
100	 5	 34	 26.1926 
100	 5	 35	 25.5031 
100	 5	 36	 24.6469 
100	 5	 37	 23.5852 
100	 5	 38	 22.2772 
100	 5	 39	 20.6887 

100	 6	 1	 8.91123 
100	 6	 2	 11.9152 
100	 6	 3	 14.5218 
100	 6	 4	 16.7292 
100	 6	 5	 18.57 
100	 6	 6	 20.092 
100	 6	 7	 21.3451 
