100	 1	 1	 0.00195839 
100	 1	 2	 0.0026825 
100	 1	 3	 0.00339257 
100	 1	 4	 0.00408502 
100	 1	 5	 0.00475647 
100	 1	 6	 0.00540375 
100	 1	 7	 0.00602397 
100	 1	 8	 0.00661449 
100	 1	 9	 0.00717296 
100	 1	 10	 0.00769734 
100	 1	 11	 0.00818585 
100	 1	 12	 0.00863702 
100	 1	 13	 0.00904965 
100	 1	 14	 0.0094228 
100	 1	 15	 0.00975577 
100	 1	 16	 0.010048 
100	 1	 17	 0.0102994 
100	 1	 18	 0.0105095 
100	 1	 19	 0.0106786 
100	 1	 20	 0.0108067 
100	 1	 21	 0.0108941 
100	 1	 22	 0.010941 
100	 1	 23	 0.0109478 
100	 1	 24	 0.0109149 
100	 1	 25	 0.0108429 
100	 1	 26	 0.0107322 
100	 1	 27	 0.0105833 
100	 1	 28	 0.010397 
100	 1	 29	 0.0101738 
100	 1	 30	 0.00991452 
100	 1	 31	 0.00961997 
100	 1	 32	 0.00929104 
100	 1	 33	 0.00892874 
100	 1	 34	 0.00853421 
100	 1	 35	 0.00810869 
100	 1	 36	 0.00765356 
100	 1	 37	 0.00717034 
100	 1	 38	 0.0066607 
100	 1	 39	 0.00612644 

100	 2	 1	 0.00389644 
100	 2	 2	 0.00533713 
100	 2	 3	 0.00674989 
100	 2	 4	 0.00812761 
100	 2	 5	 0.00946353 
100	 2	 6	 0.0107514 
100	 2	 7	 0.0119854 
100	 2	 8	 0.0131603 
100	 2	 9	 0.0142714 
100	 2	 10	 0.0153147 
100	 2	 11	 0.0162867 
100	 2	 12	 0.0171843 
100	 2	 13	 0.0180053 
100	 2	 14	 0.0187477 
100	 2	 15	 0.0194102 
100	 2	 16	 0.0199917 
100	 2	 17	 0.0204917 
100	 2	 18	 0.0209099 
100	 2	 19	 0.0212463 
100	 2	 20	 0.0215012 
100	 2	 21	 0.021675 
100	 2	 22	 0.0217683 
100	 2	 23	 0.0217818 
100	 2	 24	 0.0217165 
100	 2	 25	 0.0215731 
100	 2	 26	 0.0213528 
100	 2	 27	 0.0210567 
100	 2	 28	 0.0206859 
100	 2	 29	 0.0202419 
100	 2	 30	 0.0197261 
100	 2	 31	 0.01914 
100	 2	 32	 0.0184856 
100	 2	 33	 0.0177647 
100	 2	 34	 0.0169798 
100	 2	 35	 0.0161331 
100	 2	 36	 0.0152276 
100	 2	 37	 0.0142662 
100	 2	 38	 0.0132522 
100	 2	 39	 0.0121892 

100	 3	 1	 0.0057943 
100	 3	 2	 0.00793671 
100	 3	 3	 0.0100376 
100	 3	 4	 0.0120864 
100	 3	 5	 0.014073 
100	 3	 6	 0.0159881 
100	 3	 7	 0.0178231 
100	 3	 8	 0.0195703 
100	 3	 9	 0.0212227 
100	 3	 10	 0.0227741 
100	 3	 11	 0.0242195 
100	 3	 12	 0.0255544 
100	 3	 13	 0.0267752 
100	 3	 14	 0.0278793 
100	 3	 15	 0.0288644 
100	 3	 16	 0.0297292 
100	 3	 17	 0.0304727 
100	 3	 18	 0.0310946 
100	 3	 19	 0.0315949 
100	 3	 20	 0.0319739 
100	 3	 21	 0.0322323 
100	 3	 22	 0.0323711 
100	 3	 23	 0.0323912 
100	 3	 24	 0.032294 
100	 3	 25	 0.0320808 
100	 3	 26	 0.0317532 
