0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-6.73085	-13.0953	-19.0677	-24.6432	-29.8214	-34.6028	-38.9883	-42.9785	-46.5742	-49.7755	-52.5826	-54.9954	-57.0135	-58.636	-59.8622	-60.691	-61.1213	-61.1518	-60.7813	-60.0087	-58.8329	-57.2531	-55.2686	-52.8788	-50.0835	-46.8829	-43.277	-39.2665	-34.8521	-30.0345	-24.8149	-19.1948	-13.1768	-6.76862	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-6.72167	-13.0577	-19.0022	-24.5527	-29.7091	-34.4725	-38.8443	-42.8258	-46.4179	-49.6213	-52.436	-54.8617	-56.8975	-58.5421	-59.7937	-60.6503	-61.1096	-61.1695	-60.8274	-60.0813	-58.9291	-57.3692	-55.4	-53.0208	-50.2309	-47.0304	-43.4198	-39.4	-34.9722	-30.1382	-24.9002	-19.2611	-13.2253	-6.80077	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-6.70553	-13.0164	-18.9347	-24.4609	-29.5963	-34.3427	-38.7019	-42.6757	-46.2654	-49.4716	-52.2945	-54.7332	-56.7865	-58.4524	-59.7284	-60.6115	-61.0985	-61.1863	-60.8714	-60.1506	-59.0212	-57.4806	-55.5268	-53.1585	-50.3748	-47.1756	-43.5615	-39.5337	-35.0941	-30.2451	-24.9897	-19.332	-13.2768	-6.83071	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-6.6839	-12.9702	-18.8635	-24.3667	-29.4823	-34.2129	-38.5608	-42.5282	-46.1165	-49.3264	-52.1578	-54.6097	-56.6802	-58.3668	-59.6661	-60.5746	-61.0881	-61.2023	-60.9133	-60.2169	-59.1094	-57.5878	-55.6493	-53.2922	-50.5153	-47.3185	-43.7022	-39.6679	-35.2178	-30.355	-25.083	-19.4064	-13.3302	-6.85991	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-6.65824	-12.9193	-18.7884	-24.2697	-29.3667	-34.0827	-38.4205	-42.3827	-45.9706	-49.1849	-52.0253	-54.4905	-56.578	-58.2847	-59.6067	-60.5394	-61.0782	-61.2179	-60.9536	-60.2806	-59.1944	-57.6914	-55.7682	-53.4226	-50.6532	-47.4596	-43.8422	-39.8026	-35.3432	-30.4675	-25.1793	-19.4835	-13.3852	-6.88934	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-6.62963	-12.8644	-18.7094	-24.1695	-29.249	-33.9515	-38.2805	-42.2385	-45.8269	-49.0464	-51.8963	-54.3748	-56.4792	-58.2056	-59.5495	-60.5058	-61.0688	-61.233	-60.9926	-60.3423	-59.2769	-57.7921	-55.8842	-53.5505	-50.7891	-47.5994	-43.9818	-39.9379	-35.4702	-30.5822	-25.2781	-19.563	-13.4418	-6.91945	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-6.59879	-12.8061	-18.6269	-24.0664	-29.1291	-33.8192	-38.1403	-42.095	-45.6848	-48.9101	-51.7698	-54.262	-56.3831	-58.1289	-59.4943	-60.4734	-61.0601	-61.248	-61.0308	-60.4025	-59.3574	-57.8906	-55.998	-53.6763	-50.9234	-47.7384	-44.1214	-40.0739	-35.5985	-30.6988	-25.3791	-19.6445	-13.5	-6.95043	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-6.56617	-12.745	-18.5414	-23.9603	-29.0069	-33.6854	-37.9995	-41.9518	-45.5438	-48.7754	-51.6455	-54.1514	-56.2893	-58.0543	-59.4408	-60.4422	-61.0519	-61.2629	-61.0683	-60.4615	-59.4364	-57.9874	-56.1101	-53.8006	-51.0566	-47.8767	-44.261	-40.2107	-35.7282	-30.8172	-25.4821	-19.7279	-13.5596	-6.9823	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-6.53209	-12.6815	-18.453	-23.8516	-28.8825	-33.55	-37.8578	-41.8085	-45.4033	-48.642	-51.5228	-54.0427	-56.1974	-57.9815	-59.3887	-60.4121	-61.0443	-61.2778	-61.1053	-60.5196	-59.5141	-58.0829	-56.2208	-53.9238	-51.189	-48.0147	-44.4008	-40.3481	-35.8591	-30.9373	-25.5869	-19.813	-13.6208	-7.01505	0	
